rating_id,customer_id,product_id,transaction_id,rating,review_text,rating_date
RATING_00000184,CUST_001773,PROD_001474,TXN_00024282,3.7,"Sản phẩm bình thường, có thể cân nhắc",2025-10-05 22:42:13
RATING_00000185,CUST_002347,PROD_001435,TXN_00027304,4.7,Chất lượng vượt mong đợi,2025-09-22 22:42:14
RATING_00000186,CUST_001296,PROD_001458,TXN_00048683,4.0,"Chất lượng ổn, đúng như mô tả",2025-10-11 22:42:25
RATING_00000187,CUST_001385,PROD_000336,TXN_00028564,4.1,"Sản phẩm bình thường, có thể cân nhắc",2025-10-17 22:42:15
RATING_00000188,CUST_001901,PROD_001727,TXN_00032199,3.0,"Sản phẩm có vấn đề, cần cải thiện",2025-08-19 22:42:17
RATING_00000189,CUST_004534,PROD_000331,TXN_00036885,3.7,"Sản phẩm bình thường, có thể cân nhắc",2025-10-20 22:42:19
RATING_00000190,CUST_001757,PROD_001063,TXN_00013773,3.3,"Sản phẩm có vấn đề, cần cải thiện",2025-10-17 22:42:07
RATING_00000191,CUST_004851,PROD_001296,TXN_00033252,5.0,"Sản phẩm tuyệt vời, chất lượng cao",2025-08-21 22:42:17
RATING_00000192,CUST_002035,PROD_000827,TXN_00015167,4.6,Rất hài lòng với sản phẩm này,2025-10-07 22:42:08
RATING_00000193,CUST_001992,PROD_000434,TXN_00046843,5.0,Chất lượng vượt mong đợi,2025-09-24 22:42:24
RATING_00000194,CUST_001613,PROD_001603,TXN_00033287,4.2,"Tạm được, có vài điểm cần cải thiện",2025-10-03 22:42:17
RATING_00000195,CUST_000175,PROD_000026,TXN_00021803,3.2,Giá không xứng đáng với chất lượng,2025-09-25 22:42:12
RATING_00000196,CUST_001205,PROD_000458,TXN_00012153,4.0,"Chất lượng ổn, đúng như mô tả",2025-10-15 22:42:07
RATING_00000197,CUST_003251,PROD_000222,TXN_00047351,4.8,Rất hài lòng với sản phẩm này,2025-09-03 22:42:24
RATING_00000198,CUST_004566,PROD_001124,TXN_00023421,4.2,"Sản phẩm bình thường, có thể cân nhắc",2025-09-29 22:42:13
RATING_00000199,CUST_000033,PROD_000045,TXN_00016891,3.2,Chất lượng không như mong đợi,2025-08-23 22:42:09
RATING_00000200,CUST_003333,PROD_000194,TXN_00014345,3.3,Giá không xứng đáng với chất lượng,2025-10-09 22:42:08
RATING_00000201,CUST_003390,PROD_000332,TXN_00049381,5.0,"Đáng tiền, sẽ mua lại lần sau",2025-10-11 22:42:25
RATING_00000202,CUST_003097,PROD_001620,TXN_00002589,4.7,"Sản phẩm tuyệt vời, chất lượng cao",2025-10-06 22:42:01
RATING_00000203,CUST_003279,PROD_001350,TXN_00033958,4.1,"Chất lượng ổn, đúng như mô tả",2025-10-02 22:42:18
RATING_00000204,CUST_004857,PROD_000754,TXN_00029237,5.0,"Đáng tiền, sẽ mua lại lần sau",2025-09-21 22:42:15
RATING_00000205,CUST_004053,PROD_001474,TXN_00036816,3.3,Giá không xứng đáng với chất lượng,2025-09-27 22:42:19
RATING_00000206,CUST_001186,PROD_000763,TXN_00037962,4.2,"Sản phẩm khá tốt, giá hợp lý",2025-10-20 22:42:20
RATING_00000207,CUST_001901,PROD_001158,TXN_00003179,4.4,"Sản phẩm bình thường, có thể cân nhắc",2025-10-20 22:42:01
RATING_00000208,CUST_000061,PROD_000398,TXN_00013627,3.8,"Sản phẩm khá tốt, giá hợp lý",2025-09-12 22:42:07
